Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster
58588,67md7WYi5e8o1k0oqDUKaw,revolting cocks,"Beers, Steers + Queers",(let's get) physical,21,255812,False,0.654,0.926,5,-9.688,0,0.0502,0.00028,0.0345,0.234,0.297,142.572,4,industrial,2
98530,7nM6tPKNCqA8IT6WMp516A,smash cast;leslie odom jr.,BOMBSHELL,(let's start) tomorrow tonight (smash cast version) (feat. leslie odom jr.),24,175120,False,0.537,0.582,1,-7.558,1,0.0604,0.189,0.0,0.286,0.658,130.054,4,show-tunes,1
25246,076sWQZiNFZq605udzIw8N,martha reeves & the vandellas,60s Christmas Party,(love is like a) heat wave - single version,0,164560,False,0.406,0.842,5,-2.897,0,0.0661,0.464,0.0487,0.472,0.799,166.499,4,disco,1
92623,4qbLOU1T7xgTH87eUSkvJ1,elvis presley,Elvis 30 #1 Hits,(marie's the name) his latest flame,55,127093,False,0.661,0.917,4,-6.329,0,0.0375,0.565,0.00202,0.134,0.893,105.289,4,rockabilly,1
17285,4Dq3hEZc9WryOSyHEXrzPN,linn da quebrada,Pajubá,(muito +) talento,23,178858,False,0.611,0.819,7,-5.031,0,0.231,0.343,0.0094,0.233,0.501,129.947,4,club,1
111389,4LUllPnGoVQ2SjQXtMilAw,cut chemist,The Audience's Listening (U.S. Version),(my 1st) big break,21,270626,False,0.826,0.816,7,-4.709,1,0.256,0.182,0.379,0.129,0.566,94.487,4,trip-hop,1
8337,5hfxpv8PKfvk1oBg9PV9XF,louis prima;keely smith;sam butera & the witnesses,christmas but not christmas songs,(nothing's too good) for my baby - remastered,0,158240,False,0.755,0.393,3,-7.438,1,0.127,0.687,0.0,0.0524,0.804,107.763,4,blues,1
92959,6aKzxns1rGMjLSij4PuWhh,elvis presley,Elvis 30 #1 Hits (Expanded Edition),(now and then there's) a fool such as i,52,159360,False,0.574,0.714,0,-6.344,1,0.0403,0.901,1.7e-05,0.255,0.722,63.623,4,rockabilly,1
37680,1xm6rsUXIuGVjuKJJDLjzX,giulia be,solta,(não) era amor,46,157991,False,0.625,0.555,5,-6.43,0,0.146,0.415,0.0,0.143,0.328,88.888,4,funk,1
38980,3hXVs6ENwTScnldprwHA9a,c.o.f.f.i.n,Children Of Finland Fighting in Norway,(out) on bail,24,180466,False,0.314,0.976,0,-4.205,1,0.138,0.000221,0.0665,0.191,0.338,89.627,4,garage,2
41522,5NTRA9B245BLLMMttJJuPD,hammerfall,(R)Evolution,(r)evolution,25,263592,False,0.544,0.913,9,-4.685,1,0.0441,0.000118,0.0,0.06,0.328,130.005,4,goth,2
28978,3EEJ63VT1FN3sQod8vd4e8,dirt monkey,(RE)EVOLUTION VOL. 2,(re)evolution vol. 2,24,1556883,False,0.528,0.78,2,-5.549,1,0.121,0.0277,0.0168,0.185,0.329,125.065,4,dub,2
58553,0wmUt85XxtjkgqNtHFGY7s,marilyn manson,The Golden Age Of Grotesque,(s)aint,44,222026,True,0.676,0.953,2,-3.457,1,0.0926,0.0014,8.13e-05,0.163,0.386,111.087,4,industrial,2
82129,3TPmyItKoiPKNcH7S308S0,groovie ghoulies,Go! Stories,(she's my) vampire girl,31,133546,False,0.331,0.914,7,-5.157,1,0.0489,6.56e-05,0.0028,0.158,0.784,173.918,4,power-pop,2
8423,3zBhihYUHBmGd2bcQIobrF,otis redding,The Dock of the Bay (Mono),(sittin' on) the dock of the bay,76,163755,False,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,blues,1
